DateTime,Entries,UniqueIPs
1518601227,2457,2457
1518602182,2467,2467
1518603144,2455,2455
1518604181,2438,2438
1518605565,2428,2428
1518606526,2427,2427
1518607459,2428,2428
1518608418,2422,2422
1518609395,2421,2421
1518610486,2430,2430
1518611554,2428,2428
1518612500,2434,2434
1518613493,2436,2436
1518614427,2434,2434
1518615373,2438,2438
1518616379,2437,2437
1518617536,2450,2450
1518618492,2449,2449
1518619477,2448,2448
1518620660,2446,2446
1518621616,2451,2451
1518622601,2451,2451
1518623533,2453,2453
1518624773,2448,2448
1518625699,2442,2442
1518626666,2437,2437
1518627630,2441,2441
1518628590,2434,2434
1518629554,2439,2439
1518630498,2449,2449
1518631481,2460,2460
1518632418,2454,2454
1518633396,2448,2448
1518634335,2448,2448
1518635305,2442,2442
1518636526,2443,2443
1518637457,2444,2444
1518638424,2445,2445
1518639387,2437,2437
1518640617,2429,2429
1518641533,2424,2424
1518642495,2427,2427
1518643461,2426,2426
1518644420,2429,2429
1518645392,2436,2436
1518646351,2415,2415
1518647312,2406,2406
1518649498,2419,2419
1518650417,2420,2420
1518651388,2418,2418
1518652341,2421,2421
1518653330,2409,2409
1518654264,2402,2402
1518655215,2389,2389
1518656176,2383,2383
1518657415,2378,2378
1518658340,2381,2381
1518659565,2390,2390
1518660520,2395,2395
1518661699,2402,2402
1518662660,2388,2388
1518663614,2379,2379
1518664585,2378,2378
1518665782,2373,2373
1518666751,2365,2365
1518667714,2365,2365
1518668694,2374,2374
1518669861,2382,2382
1518670826,2380,2380
1518671781,2386,2386
1518672735,2385,2385
1518673956,2389,2389
1518674920,2387,2387
1518675857,2394,2394
1518676816,2390,2390
1518678028,2385,2385
1518678991,2381,2381
1518679936,2384,2384
1518680902,2384,2384
1518681861,2379,2379
1518682812,2374,2374
1518683796,2369,2369
1518684735,2373,2373
1518685703,2370,2370
1518686656,2378,2378
1518687613,2382,2382
1518688580,2378,2378
1518689789,2374,2374
1518690742,2374,2374
1518691697,2366,2366
1518692667,2363,2363
1518693618,2360,2360
1518694596,2360,2360
1518695539,2358,2358
1518696519,2357,2357
1518697708,2368,2368
1518698665,2366,2366
1518699630,2368,2368
1518700590,2365,2365
1518702054,2363,2363
1518702976,2367,2367
1518703951,2363,2363
1518704896,2358,2358
1518705864,2358,2358
1518706819,2353,2353
1518707820,2353,2353
1518708742,2351,2351
1518709708,2350,2350
1518710665,2347,2347
1518711690,2349,2349
1518712830,2340,2340
1518713770,2328,2328
1518714744,2328,2328
1518715697,2337,2337
1518716794,2343,2343
1518717878,2346,2346
1518719339,2353,2353
1518720765,2357,2357
1518721718,2359,2359
1518722652,2360,2360
1518723637,2359,2359
1518724602,2359,2359
1518725544,2361,2361
1518726494,2364,2364
1518727475,2377,2377
1518728451,2383,2383
1518729401,2385,2385
1518730344,2392,2392
1518731301,2398,2398
1518732526,2385,2385
1518733475,2380,2380
1518734415,2382,2382
1518735384,2373,2373
1518736860,2357,2357
1518737777,2347,2347
1518738741,2342,2342
1518739709,2369,2369
1518740912,2377,2377
1518741858,2368,2368
1518742833,2364,2364
1518743782,2358,2358
1518744763,2356,2356
1518745698,2352,2352
