DateTime,Entries,UniqueIPs
1518695521,27449,28242
1518696122,27454,28248
1518696721,27458,28252
1518697321,27464,28258
1518697981,27467,28261
1518698522,27470,28264
1518699122,27478,28273
1518699721,27482,28277
1518700321,27485,28280
1518700921,27490,28285
1518701581,27493,28288
1518702121,27492,28287
1518702629,27493,28288
1518703322,27494,28289
1518703922,27497,28292
1518704521,27491,28286
1518705181,27497,28292
1518705721,27509,28304
1518706227,27510,28305
1518706922,27513,28307
1518707522,27515,28308
1518708121,27518,28311
1518708721,27520,28313
1518709322,27517,28310
1518709921,27514,28307
1518710522,27513,28306
1518711721,27511,28304
1518712381,27513,28306
1518712922,27513,28305
1518713522,27518,28310
1518714121,27520,28312
1518715322,27512,28304
1518715981,27532,28324
1518716521,27536,28329
1518717121,27543,28336
1518718921,27549,28343
1518719581,27555,28349
1518720722,27558,28352
1518721321,27545,28339
1518721922,27548,28342
1518722521,27553,28347
1518723122,27570,28366
1518723721,27573,28369
1518724322,27579,28376
1518724922,27582,28379
1518726122,27583,28380
1518727321,27597,28394
1518727922,27598,28395
1518728521,27602,28399
1518729122,27625,28423
1518729721,27628,28426
1518730321,27630,28428
1518730921,27638,28436
1518731521,27640,28439
1518732122,27644,28443
1518732722,27656,28455
1518733321,27666,28466
1518734522,27654,28454
1518735121,27654,28454
1518735722,27661,28461
1518736322,27663,28463
1518736922,27669,28469
1518737581,27696,28496
1518738121,27700,28500
1518738722,27700,28501
1518739321,27744,28544
1518739923,27751,28551
1518740521,27753,28553
1518741181,27756,28556
1518741721,27761,28561
1518742321,27772,28572
1518742923,27778,28578
1518743522,27774,28574
1518744122,27815,28616
1518745323,27815,28616
1518745922,27819,28620
1518746521,27827,28628
1518747121,27835,28637
1518747721,27838,28641
1518748382,27847,28650
1518748921,27864,28667
1518750121,27862,28666
1518750722,27860,28663
1518751322,27863,28666
1518751981,27875,28678
1518752521,27877,28680
1518753121,27876,28679
1518753721,27883,28686
1518754321,27890,28693
1518754921,27892,28695
1518755582,27895,28698
1518756121,27898,28701
1518756722,27899,28702
1518757321,27890,28692
1518757921,27883,28685
1518758522,27885,28687
1518759722,27857,28658
1518760321,27855,28656
1518760922,27855,28656
1518761521,27861,28662
1518762121,27862,28663
1518762781,27862,28663
1518763696,27886,28698
1518763921,27837,28649
1518764522,27867,28679
1518765122,27871,28683
1518765721,27873,28685
1518766321,27880,28692
1518766381,27878,28690
1518766921,27870,28683
1518767521,27817,28629
1518768122,27826,28638
1518768722,27837,28650
1518769321,27840,28654
1518769981,27840,28653
1518770521,27848,28661
1518771122,27841,28650
1518771721,27836,28644
1518772322,27845,28653
1518772921,27848,28656
1518773521,27846,28654
1518774121,27840,28648
1518774722,27838,28646
1518775321,27837,28645
1518776521,27837,28645
1518777721,27840,28648
1518778225,27839,28647
1518778921,27836,28645
1518779522,27821,28630
1518780122,27806,28614
1518780722,27816,28624
1518781322,27812,28617
1518781922,27813,28618
1518782521,27818,28623
1518783121,27818,28622
1518783722,27817,28621
1518784381,27819,28624
1518784921,27819,28624
1518786121,27811,28616
1518787322,27813,28618
1518787981,27813,28618
1518788522,27814,28618
1518789722,27793,28591
1518790322,27799,28597
1518790921,27799,28597
1518792121,27789,28587
1518792721,27781,28578
1518793322,27783,28580
1518794522,27784,28581
1518795121,27786,28583
1518796322,27781,28579
1518796922,27753,28551
1518797522,27767,28565
1518798122,27769,28567
1518798722,27767,28565
1518799322,27773,28572
1518800521,27753,28550
1518801722,27754,28551
1518802921,27731,28528
1518804122,27737,28534
1518804722,27739,28536
1518805322,27735,28531
1518805981,27742,28538
1518806521,27735,28532
1518807122,27764,28561
1518807722,27766,28563
1518808921,27775,28573
1518809582,27776,28574
1518810121,27773,28571
1518810626,27779,28577
1518811321,27769,28567
1518811922,27782,28580
1518812522,27803,28601
1518813121,27808,28606
1518813722,27810,28608
1518814321,27811,28609
1518814922,27812,28611
1518815522,27818,28617
1518816122,27833,28632
1518817322,27820,28612
1518817922,27828,28620
1518818522,27830,28622
1518819941,27847,28638
1518820381,27848,28638
1518820921,27859,28649
1518821521,27854,28644
1518822122,27859,28649
1518822722,27867,28657
1518823321,27870,28660
1518823981,27888,28678
1518824521,27895,28685
1518825122,27901,28685
1518825722,27911,28695
1518826322,27912,28696
1518826922,27914,28698
1518827582,27917,28701
1518828122,27928,28712
1518828722,27935,28719
1518829321,27938,28722
1518829921,27934,28718
1518830522,27935,28719
1518831121,27936,28720
1518831721,27935,28719
1518832322,27835,28619
1518832922,27833,28618
1518833522,27847,28632
1518834121,27853,28637
1518834721,27860,28644
1518834781,27858,28642
1518835322,27859,28643
1518835922,27863,28647
1518836521,27870,28654
1518837122,27873,28657
1518837721,27886,28667
1518838321,27887,28667
1518838922,27887,28666
1518839522,27899,28678
1518840121,27905,28684
1518840722,27775,28554
1518841321,27786,28565
1518841982,27785,28563
1518842522,27792,28570
1518843722,27791,28569
1518844321,27790,28567
1518844921,27801,28578
1518845521,27802,28579
